,your_best(red)
,<Average Winning Rate>
your_base1,0.8
your_base2,0.8
your_base3,1.0
baseline,1.0
Num_Win,4.0
Avg_Winning_Rate,0.9
,<Average Scores>
your_base1,1.6
your_base2,2.1
your_base3,1.0
baesline,3.8
Avg_Score,2.125
